Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
1993-03-23 00:00:00-05:00,25.702048046675234,25.71993395345789,25.64839032632727,25.684162139892578,55200,0.0,0.0,0.0
1993-03-24 00:00:00-05:00,25.64839032632727,25.79147758058851,25.523188978848683,25.684162139892578,37200,0.0,0.0,0.0
1993-03-25 00:00:00-05:00,25.70204938076772,25.898794365589183,25.66627756534563,25.845136642456055,110100,0.0,0.0,0.0
1993-03-26 00:00:00-05:00,25.827250608737547,25.845136516361325,25.68416334774731,25.702049255371094,101500,0.0,0.0,0.0
1993-03-29 00:00:00-05:00,25.71992717909466,25.934558003954976,25.71992717909466,25.809356689453125,87100,0.0,0.0,0.0
1993-03-30 00:00:00-05:00,25.845148578214083,25.88092041015625,25.80937674627192,25.88092041015625,56000,0.0,0.0,0.0
1993-03-31 00:00:00-05:00,25.95243798911489,26.023981581090396,25.863008499145508,25.863008499145508,111600,0.0,0.0,0.0
1993-04-01 00:00:00-05:00,25.898778011367025,25.898778011367025,25.719919047200126,25.773576736450195,129500,0.0,0.0,0.0
1993-04-02 00:00:00-05:00,25.558966891466515,25.558966891466515,25.237020492553707,25.23702049255371,59400,0.0,0.0,0.0
1993-04-05 00:00:00-04:00,25.433766317972847,25.433766317972847,25.290679025044728,25.36222267150879,172200,0.0,0.0,0.0
1993-04-06 00:00:00-04:00,25.415867899904157,25.415867899904157,25.219122968940788,25.290666580200195,129700,0.0,0.0,0.0
1993-04-07 00:00:00-04:00,25.326434919748447,25.38009262084961,25.272777218647285,25.38009262084961,28000,0.0,0.0,0.0
1993-04-08 00:00:00-04:00,25.487413251576662,25.487413251576662,25.237010595069943,25.34432601928711,180800,0.0,0.0,0.0
1993-04-12 00:00:00-04:00,25.594733809628416,25.719935162994872,25.558961994380855,25.702049255371094,348500,0.0,0.0,0.0
1993-04-13 00:00:00-04:00,25.68414984279209,25.84512292676502,25.666263944572876,25.755693435668945,146100,0.0,0.0,0.0
1993-04-14 00:00:00-04:00,25.773584539601803,25.791470441433585,25.702040932274663,25.719926834106445,119600,0.0,0.0,0.0
1993-04-15 00:00:00-04:00,25.702040932274663,25.773584539601803,25.612611423115737,25.719926834106445,148600,0.0,0.0,0.0
1993-04-16 00:00:00-04:00,25.73781273593823,25.773584539601803,25.684155030442877,25.719926834106445,47900,0.0,0.0,0.0
1993-04-19 00:00:00-04:00,25.719921437055707,25.791465029370187,25.594720150505363,25.612606048583984,157000,0.0,0.0,0.0
1993-04-20 00:00:00-04:00,25.576842927096184,25.61261473538583,25.32644026906867,25.48741340637207,279500,0.0,0.0,0.0
1993-04-21 00:00:00-04:00,25.541071816776572,25.541071816776572,25.3979845797078,25.469528198242188,67900,0.0,0.0,0.0
1993-04-22 00:00:00-04:00,25.362221567254316,25.576852497301605,25.14759063720703,25.14759063720703,97700,0.0,0.0,0.0
1993-04-23 00:00:00-04:00,25.093929484231133,25.16547311782837,25.004499942234585,25.040271759033203,106000,0.0,0.0,0.0
1993-04-26 00:00:00-04:00,25.058161589290876,25.14759114528406,24.771987010112678,24.843530654907227,62600,0.0,0.0,0.0
1993-04-27 00:00:00-04:00,24.807761603950436,25.1118221282959,24.807761603950436,25.1118221282959,156800,0.0,0.0,0.0
1993-04-28 00:00:00-04:00,25.07602760538214,25.129685296406496,25.022369914357785,25.058141708374023,85900,0.0,0.0,0.0
1993-04-29 00:00:00-04:00,25.11180288806907,25.16546058654785,24.96871569212566,25.16546058654785,85000,0.0,0.0,0.0
1993-04-30 00:00:00-04:00,25.25490398961995,25.344333536325404,25.20124626159668,25.20124626159668,88500,0.0,0.0,0.0
1993-05-03 00:00:00-04:00,25.237021290196687,25.36222267150879,25.129705820500597,25.36222267150879,80500,0.0,0.0,0.0
1993-05-04 00:00:00-04:00,25.415867370530407,25.541068687626616,25.380095565645778,25.45163917541504,149100,0.0,0.0,0.0
1993-05-05 00:00:00-04:00,25.451649719965395,25.612622908636997,25.451649719965395,25.523193359375,109000,0.0,0.0,0.0
1993-05-06 00:00:00-04:00,25.48740976470432,25.505295666293588,25.415866158347256,25.433752059936523,54700,0.0,0.0,0.0
1993-05-07 00:00:00-04:00,25.451636222317823,25.451636222317823,25.3443208201155,25.38009262084961,68000,0.0,0.0,0.0
1993-05-10 00:00:00-04:00,25.415866158347256,25.576839272650652,25.415866158347256,25.433752059936523,113900,0.0,0.0,0.0
1993-05-11 00:00:00-04:00,25.43374791666239,25.541063308715817,25.362204321960103,25.54106330871582,42600,0.0,0.0,0.0
1993-05-12 00:00:00-04:00,25.43373788188918,25.523167339983026,25.43373788188918,25.505281448364258,31000,0.0,0.0,0.0
1993-05-13 00:00:00-04:00,25.397991264348676,25.397991264348676,25.183360352255587,25.20124626159668,129100,0.0,0.0,0.0
1993-05-14 00:00:00-04:00,25.201235511086203,25.27277911793102,25.165463707663797,25.183349609375,63500,0.0,0.0,0.0
1993-05-17 00:00:00-04:00,25.254906904756478,25.27279281616211,25.147591436322667,25.27279281616211,34000,0.0,0.0,0.0
1993-05-18 00:00:00-04:00,25.290666061487823,25.308551963935834,25.165464744351745,25.254894256591797,105200,0.0,0.0,0.0
1993-05-19 00:00:00-04:00,25.254885740366188,25.773576736450195,25.09391267261598,25.773576736450195,50200,0.0,0.0,0.0
1993-05-20 00:00:00-04:00,25.773593011611887,25.845136642456055,25.71993528847876,25.845136642456055,98200,0.0,0.0,0.0
1993-05-21 00:00:00-04:00,25.863008621684667,25.898780417841905,25.594720150505363,25.612606048583984,221400,0.0,0.0,0.0
1993-05-24 00:00:00-04:00,25.666269128611095,25.80935634326537,25.666269128611095,25.719926834106445,30500,0.0,0.0,0.0
1993-05-25 00:00:00-04:00,25.827234425700265,25.827234425700265,25.773576736450195,25.773576736450195,191800,0.0,0.0,0.0
1993-05-26 00:00:00-04:00,25.845123164207664,26.113411639960685,25.827237265824127,26.09552574157715,102400,0.0,0.0,0.0
1993-05-27 00:00:00-04:00,26.131322088071045,26.131322088071045,25.97034885138888,26.006120681762695,53800,0.0,0.0,0.0
1993-05-28 00:00:00-04:00,25.988235905982744,25.988235905982744,25.755718998358674,25.88092041015625,79100,0.0,0.0,0.0
1993-06-01 00:00:00-04:00,25.970326872087355,26.220729472782413,25.93455507198806,26.13129997253418,28300,0.0,0.0,0.0
1993-06-02 00:00:00-04:00,26.05975394481008,26.184955233494822,25.952438554508873,26.09552574157715,20300,0.0,0.0,0.0
1993-06-03 00:00:00-04:00,26.04189251213651,26.04189251213651,25.952462936201975,26.006120681762695,21600,0.0,0.0,0.0
1993-06-04 00:00:00-04:00,25.934567198085325,25.934567198085325,25.809365839198016,25.91668128967285,32000,0.0,0.0,0.0
1993-06-07 00:00:00-04:00,25.97033869989031,25.97033869989031,25.827251434326172,25.827251434326172,121400,0.0,0.0,0.0
1993-06-08 00:00:00-04:00,25.755697766190053,25.755697766190053,25.594724655151367,25.594724655151367,104500,0.0,0.0,0.0
1993-06-09 00:00:00-04:00,25.684162139892578,25.79147758058851,25.64839032632727,25.684162139892578,43300,0.0,0.0,0.0
1993-06-10 00:00:00-04:00,25.666277440123533,25.719935162994872,25.612619717252194,25.702049255371094,17900,0.0,0.0,0.0
1993-06-11 00:00:00-04:00,25.79147078738143,25.845128493596512,25.702041277022968,25.809356689453125,647400,0.0,0.0,0.0
1993-06-14 00:00:00-04:00,25.845120322116955,25.863006218533645,25.773576736450195,25.773576736450195,64200,0.0,0.0,0.0
1993-06-15 00:00:00-04:00,25.80935634326537,25.827242245097157,25.71992683410645,25.719926834106445,142400,0.0,0.0,0.0
1993-06-16 00:00:00-04:00,25.719919047200126,25.773576736450195,25.648375461533366,25.773576736450195,330900,0.0,0.0,0.0
1993-06-17 00:00:00-04:00,25.827236703157755,25.863008499145508,25.773579009176125,25.863008499145508,37400,0.0,0.0,0.0
1993-06-18 00:00:00-04:00,25.848177102174652,25.848177102174652,25.65003776550293,25.65003776550293,58500,0.318,0.0,0.0
1993-06-21 00:00:00-04:00,25.722093252009582,25.722093252009582,25.66805524097595,25.70408058166504,29300,0.0,0.0,0.0
1993-06-22 00:00:00-04:00,25.74009098325457,25.74009098325457,25.686053003583638,25.722078323364258,137500,0.0,0.0,0.0
1993-06-23 00:00:00-04:00,25.722085404143318,25.722085404143318,25.4879207611084,25.4879207611084,227600,0.0,0.0,0.0
1993-06-24 00:00:00-04:00,25.559970181357414,25.830160140991214,25.559970181357414,25.83016014099121,243700,0.0,0.0,0.0
1993-06-25 00:00:00-04:00,25.812154769897457,25.884205446156766,25.79414210083263,25.81215476989746,44800,0.0,0.0,0.0
1993-06-28 00:00:00-04:00,25.938246827688275,26.100360870361325,25.90222148487204,26.100360870361328,439900,0.0,0.0,0.0
1993-06-29 00:00:00-04:00,26.06431981826126,26.06431981826126,25.938231194399595,25.97425651550293,207500,0.0,0.0,0.0
1993-06-30 00:00:00-04:00,26.01028183660626,26.06431981826126,25.938231194399595,25.97425651550293,437600,0.0,0.0,0.0
1993-07-01 00:00:00-04:00,26.010288132414203,26.010288132414203,25.86618681312105,25.902212142944336,605700,0.0,0.0,0.0
1993-07-02 00:00:00-04:00,25.812130837340455,25.830143489704266,25.668029618429973,25.758092880249023,285400,0.0,0.0,0.0
1993-07-06 00:00:00-04:00,25.722085404143318,25.794136063538676,25.45189543141072,25.4879207611084,246400,0.0,0.0,0.0
1993-07-07 00:00:00-04:00,25.469898030319374,25.595986634429867,25.469898030319374,25.559961318969727,343700,0.0,0.0,0.0
1993-07-08 00:00:00-04:00,25.577981290916945,25.90220922277364,25.54195596515509,25.84817123413086,248200,0.0,0.0,0.0
1993-07-09 00:00:00-04:00,25.84818969922732,25.92024040222168,25.79415167198155,25.92024040222168,378200,0.0,0.0,0.0
1993-07-12 00:00:00-04:00,25.884199478032695,25.92022480785598,25.848174148209406,25.902212142944336,373700,0.0,0.0,0.0
1993-07-13 00:00:00-04:00,25.920232111825324,25.992282791774805,25.740105411951625,25.884206771850586,389600,0.0,0.0,0.0
1993-07-14 00:00:00-04:00,25.902205873296264,26.046307157709595,25.884193212744595,25.97425651550293,617300,0.0,0.0,0.0
1993-07-15 00:00:00-04:00,25.95624946418911,25.95624946418911,25.81214814863497,25.866186141967773,443800,0.0,0.0,0.0
1993-07-16 00:00:00-04:00,25.88419554353426,25.90220820570791,25.758106908318716,25.794132232666016,216400,0.0,0.0,0.0
1993-07-19 00:00:00-04:00,25.794131894114965,25.794131894114965,25.70406858442881,25.776119232177734,188200,0.0,0.0,0.0
1993-07-20 00:00:00-04:00,25.75810791972622,25.84817123413086,25.632019279559728,25.84817123413086,68500,0.0,0.0,0.0
1993-07-21 00:00:00-04:00,25.81214747701563,25.830160140991214,25.74009682111328,25.83016014099121,142700,0.0,0.0,0.0
1993-07-22 00:00:00-04:00,25.794139101264182,25.830164435204495,25.65003776550293,25.65003776550293,632400,0.0,0.0,0.0
1993-07-23 00:00:00-04:00,25.70406858442881,25.776119232177734,25.68605592249158,25.776119232177734,286200,0.0,0.0,0.0
1993-07-26 00:00:00-04:00,25.84818969922732,25.974278429467454,25.84818969922732,25.92024040222168,121300,0.0,0.0,0.0
1993-07-27 00:00:00-04:00,25.938237472767625,25.95625013767927,25.812148818386117,25.902212142944336,92800,0.0,0.0,0.0
1993-07-28 00:00:00-04:00,25.84817123413086,25.90220922277364,25.812145908369004,25.84817123413086,30800,0.0,0.0,0.0
1993-07-29 00:00:00-04:00,25.902208112794664,26.064322071775994,25.86618278857659,25.992271423339844,331000,0.0,0.0,0.0
1993-07-30 00:00:00-04:00,25.992272537178277,25.992272537178277,25.812145908369004,25.84817123413086,75300,0.0,0.0,0.0
1993-08-02 00:00:00-04:00,25.8842150507245,26.010303780964634,25.8842150507245,25.92024040222168,41300,0.0,0.0,0.0
1993-08-03 00:00:00-04:00,25.97425774468316,26.04630839029948,25.848169114854603,25.938232421875,81600,0.0,0.0,0.0
1993-08-04 00:00:00-04:00,25.938232421875004,25.992270406087243,25.86618177625868,25.938232421875,434000,0.0,0.0,0.0
1993-08-05 00:00:00-04:00,25.938244781812696,25.938244781812696,25.848181431875847,25.884206771850586,36800,0.0,0.0,0.0
1993-08-06 00:00:00-04:00,25.956265753718863,25.974278429467454,25.8842150507245,25.92024040222168,402300,0.0,0.0,0.0
1993-08-09 00:00:00-04:00,25.992287989723824,26.13638937844024,25.938249968955166,26.06433868408203,828200,0.0,0.0,0.0
1993-08-10 00:00:00-04:00,26.046308517456055,26.06432117894807,26.01028319447202,26.046308517456055,604900,0.0,0.0,0.0
1993-08-11 00:00:00-04:00,26.02829585596404,26.11835916342412,26.02829585596404,26.046308517456055,542200,0.0,0.0,0.0
1993-08-12 00:00:00-04:00,26.11835779991626,26.11835779991626,25.884193212744595,25.97425651550293,303700,0.0,0.0,0.0
1993-08-13 00:00:00-04:00,25.99228510367903,26.028310446858075,25.99228510367903,26.010297775268555,103500,0.0,0.0,0.0
1993-08-16 00:00:00-04:00,26.0283016764428,26.226440997163127,26.0283016764428,26.154390335083008,241800,0.0,0.0,0.0
1993-08-17 00:00:00-04:00,26.13636984003678,26.24444580078125,26.13636984003678,26.24444580078125,369300,0.0,0.0,0.0
1993-08-18 00:00:00-04:00,26.334517529067732,26.44259352439906,26.316504863179176,26.3885555267334,414300,0.0,0.0,0.0
1993-08-19 00:00:00-04:00,26.40656819262195,26.40656819262195,26.352530194956287,26.3885555267334,28500,0.0,0.0,0.0
1993-08-20 00:00:00-04:00,26.33451025417687,26.40656089782715,26.3164975932643,26.40656089782715,80700,0.0,0.0,0.0
1993-08-23 00:00:00-04:00,26.29848391571358,26.370534556578548,26.29848391571358,26.352521896362305,15600,0.0,0.0,0.0
1993-08-24 00:00:00-04:00,26.352527281817267,26.6407299041748,26.352527281817267,26.640729904174805,273400,0.0,0.0,0.0
1993-08-25 00:00:00-04:00,26.64074167689762,26.766830379898487,26.604716333183084,26.658754348754883,242300,0.0,0.0,0.0
1993-08-26 00:00:00-04:00,26.676755905151367,26.8208572199665,26.56867991904002,26.676755905151367,120000,0.0,0.0,0.0
1993-08-27 00:00:00-04:00,26.604716333183084,26.658754348754886,26.604716333183084,26.658754348754883,25700,0.0,0.0,0.0
1993-08-30 00:00:00-04:00,26.676751877385545,26.802840508811403,26.676751877385545,26.766815185546875,183500,0.0,0.0,0.0
1993-08-31 00:00:00-04:00,26.748811478582805,26.83887481689453,26.712786143258114,26.83887481689453,66500,0.0,0.0,0.0
1993-09-01 00:00:00-04:00,26.7488089107698,26.85688490636887,26.7488089107698,26.802846908569336,136500,0.0,0.0,0.0
1993-09-02 00:00:00-04:00,26.820852149762743,26.85687747165631,26.694763523135247,26.71277618408203,472400,0.0,0.0,0.0
1993-09-03 00:00:00-04:00,26.69478100522188,26.76683169619414,26.65875565973575,26.730806350708008,630500,0.0,0.0,0.0
1993-09-07 00:00:00-04:00,26.730799210443585,26.766824546306715,26.514647195264796,26.55067253112793,196400,0.0,0.0,0.0
1993-09-08 00:00:00-04:00,26.550674690366037,26.550674690366037,26.2804846494193,26.46061134338379,269900,0.0,0.0,0.0
1993-09-09 00:00:00-04:00,26.352534418520722,26.532661106275476,26.352534418520722,26.5146484375,239200,0.0,0.0,0.0
1993-09-10 00:00:00-04:00,26.58668633663293,26.76681293782963,26.55066101639359,26.74880027770996,106500,0.0,0.0,0.0
1993-09-13 00:00:00-04:00,26.838865832075935,26.838865832075935,26.76681518554687,26.766815185546875,66900,0.0,0.0,0.0
1993-09-14 00:00:00-04:00,26.694779692469417,26.694779692469417,26.56869098946855,26.658754348754883,184500,0.0,0.0,0.0
1993-09-15 00:00:00-04:00,26.550679623277365,26.748819023451077,26.46061625956204,26.730806350708008,101000,0.0,0.0,0.0
1993-09-16 00:00:00-04:00,26.694769470875574,26.712782135835678,26.60470614607505,26.622718811035156,54300,0.0,0.0,0.0
1993-09-17 00:00:00-04:00,26.607359580421186,26.625484484767522,26.534859963035842,26.571109771728516,200900,0.286,0.0,0.0
1993-09-20 00:00:00-04:00,26.607351951126876,26.66172664857468,26.35360336303711,26.35360336303711,57800,0.0,0.0,0.0
1993-09-21 00:00:00-04:00,26.38986147083522,26.426111280547907,25.99111356399568,26.26298713684082,318200,0.0,0.0,0.0
1993-09-22 00:00:00-04:00,26.353588804000868,26.516712806226458,26.31733902572851,26.4804630279541,439700,0.0,0.0,0.0
1993-09-23 00:00:00-04:00,26.552973436286774,26.643597919004478,26.516723643199693,26.625473022460938,88500,0.0,0.0,0.0
1993-09-24 00:00:00-04:00,26.589224495741288,26.607349393148063,26.51672490611418,26.552974700927734,53500,0.0,0.0,0.0
1993-09-27 00:00:00-04:00,26.752343517151495,26.842967987060543,26.752343517151495,26.842967987060547,274600,0.0,0.0,0.0
1993-09-28 00:00:00-04:00,26.861106255702946,26.861106255702946,26.77048174067021,26.788606643676758,158300,0.0,0.0,0.0
1993-09-29 00:00:00-04:00,26.788593908596106,26.861093486156584,26.661719647865272,26.697969436645508,221000,0.0,0.0,0.0
1993-09-30 00:00:00-04:00,26.697957957520778,26.752332617312064,26.58920863793821,26.643583297729492,99300,0.0,0.0,0.0
1993-10-01 00:00:00-04:00,26.60734750777382,26.806721365120897,26.571097715528897,26.770471572875977,22700,0.0,0.0,0.0
1993-10-04 00:00:00-04:00,26.80672836303711,26.80672836303711,26.734228759621185,26.80672836303711,1038500,0.0,0.0,0.0
1993-10-05 00:00:00-04:00,26.861096053488282,26.861096053488282,26.679847092263667,26.770471572875977,436500,0.0,0.0,0.0
1993-10-06 00:00:00-04:00,26.788595830198872,26.897345204340407,26.75234603881836,26.75234603881836,209200,0.0,0.0,0.0
1993-10-07 00:00:00-04:00,26.788593266321268,26.788593266321268,26.661719008632332,26.67984390258789,59400,0.0,0.0,0.0
1993-10-08 00:00:00-04:00,26.75234285041467,26.770467743944764,26.516719234523485,26.716093063354492,54400,0.0,0.0,0.0
1993-10-11 00:00:00-04:00,26.770471572875973,26.82484626124336,26.770471572875973,26.770471572875977,467100,0.0,0.0,0.0
1993-10-12 00:00:00-04:00,26.80672836303711,26.82485326389109,26.78860346218313,26.80672836303711,26200,0.0,0.0,0.0
1993-10-13 00:00:00-04:00,26.82485326389109,26.82485326389109,26.77047856132915,26.80672836303711,139100,0.0,0.0,0.0
1993-10-14 00:00:00-04:00,26.915474568253682,27.151098251342773,26.84297497345704,27.151098251342773,108100,0.0,0.0,0.0
1993-10-15 00:00:00-04:00,27.27797190348307,27.35047149658203,27.205472310384113,27.296096801757812,1502500,0.0,0.0,0.0
1993-10-18 00:00:00-04:00,27.277975088746825,27.277975088746825,27.187350586790856,27.223600387573242,722400,0.0,0.0,0.0
1993-10-19 00:00:00-04:00,27.187341655523962,27.24171633883501,27.024217605590817,27.02421760559082,880100,0.0,0.0,0.0
1993-10-20 00:00:00-04:00,27.114841448406363,27.114841448406363,27.006092084308477,27.060466766357422,230400,0.0,0.0,0.0
1993-10-21 00:00:00-04:00,27.078592288901866,27.078592288901866,26.987967816716786,27.02421760559082,56200,0.0,0.0,0.0
1993-10-22 00:00:00-04:00,27.06047824129583,27.169227651508674,26.897354125976566,26.897354125976562,390700,0.0,0.0,0.0
1993-10-25 00:00:00-04:00,26.91546251696925,27.006086969888337,26.84296295463398,26.969837188720703,114500,0.0,0.0,0.0
1993-10-26 00:00:00-04:00,26.951725006103512,26.969849905233374,26.861100510454207,26.951725006103516,186200,0.0,0.0,0.0
1993-10-27 00:00:00-04:00,26.91546251696925,26.98796207930452,26.91546251696925,26.969837188720703,118400,0.0,0.0,0.0
1993-10-28 00:00:00-04:00,27.006092109705627,27.2417157321393,27.006092109705627,27.16921615600586,129600,0.0,0.0,0.0
1993-10-29 00:00:00-04:00,27.151091261972503,27.187341050039223,27.132966367939144,27.16921615600586,80700,0.0,0.0,0.0
1993-11-01 00:00:00-05:00,27.132978416488555,27.259852731061315,27.132978416488555,27.241727828979492,36400,0.0,0.0,0.0
1993-11-02 00:00:00-05:00,27.20547548718205,27.25985018835563,27.0604762840525,27.223600387573242,262100,0.0,0.0,0.0
1993-11-03 00:00:00-05:00,27.205467162386274,27.205467162386274,26.752344791260587,26.87921905517578,479100,0.0,0.0,0.0
1993-11-04 00:00:00-05:00,26.8792241414388,26.8792241414388,26.571100870768227,26.58922576904297,130400,0.0,0.0,0.0
1993-11-05 00:00:00-05:00,26.516719234523485,26.71609306335449,26.40796987334294,26.716093063354492,363200,0.0,0.0,0.0
1993-11-08 00:00:00-05:00,26.734221143128103,26.824845621579385,26.661721560367077,26.75234603881836,367600,0.0,0.0,0.0
1993-11-09 00:00:00-05:00,26.93359563797813,26.95172053410059,26.752346676753515,26.770471572875977,246900,0.0,0.0,0.0
1993-11-10 00:00:00-05:00,26.77046339229871,26.969837188720703,26.697963829963438,26.969837188720703,46500,0.0,0.0,0.0
1993-11-11 00:00:00-05:00,26.969853732785126,27.04235333959369,26.879229224274425,26.897354125976562,88900,0.0,0.0,0.0
1993-11-12 00:00:00-05:00,26.951718027842755,27.114842077775897,26.93359313340574,27.02421760559082,108200,0.0,0.0,0.0
1993-11-15 00:00:00-05:00,27.07860694731642,27.07860694731642,26.93360771332811,27.006107330322266,243300,0.0,0.0,0.0
1993-11-16 00:00:00-05:00,27.060471221934023,27.151095706937152,26.95172183993027,27.132970809936523,492600,0.0,0.0,0.0
1993-11-17 00:00:00-05:00,27.151107849571993,27.151107849571993,26.915484083187188,26.98798370361328,39600,0.0,0.0,0.0
1993-11-18 00:00:00-05:00,26.951725644455216,27.006100343132662,26.842976247100317,26.915475845336914,240800,0.0,0.0,0.0
1993-11-19 00:00:00-05:00,26.82484373229074,26.897343309945583,26.806718837877032,26.861093521118164,106000,0.0,0.0,0.0
1993-11-22 00:00:00-05:00,26.788593908596106,26.806718802986225,26.607344964694914,26.697969436645508,165300,0.0,0.0,0.0
1993-11-23 00:00:00-05:00,26.842967987060543,26.861092881042353,26.697968835206066,26.842967987060547,89700,0.0,0.0,0.0
1993-11-24 00:00:00-05:00,26.91547520784379,26.969849905233374,26.87922540958407,26.951725006103516,77200,0.0,0.0,0.0
1993-11-26 00:00:00-05:00,27.024211860472153,27.024211860472153,26.951712298136883,26.969837188720703,1019800,0.0,0.0,0.0
1993-11-29 00:00:00-05:00,27.042342465255263,27.096717148496392,26.861093521118164,26.861093521118164,517500,0.0,0.0,0.0
1993-11-30 00:00:00-05:00,26.842969265485724,27.006093319090972,26.824844370640697,26.87921905517578,230000,0.0,0.0,0.0
1993-12-01 00:00:00-05:00,27.024225242691813,27.042350142250964,26.915475845336918,26.915475845336914,379200,0.0,0.0,0.0
1993-12-02 00:00:00-05:00,26.96985879850676,27.006108608719806,26.915484083187188,26.98798370361328,352000,0.0,0.0,0.0
1993-12-03 00:00:00-05:00,26.96983977352895,27.096714019775387,26.96983977352895,27.09671401977539,306000,0.0,0.0,0.0
1993-12-06 00:00:00-05:00,27.132976524353026,27.22360102844238,27.132976524353026,27.18735122680664,99500,0.0,0.0,0.0
1993-12-07 00:00:00-05:00,27.187341050039223,27.205465944072582,27.132966367939144,27.16921615600586,88800,0.0,0.0,0.0
